order_id,order_date,customer_id,city,province,product_id,brand,quantity,item_price,total_price
1634329,2019-03-20,0,unknown,unknown,P4086,BRAND_W,40,873000,34920000
1634371,2019-03-20,16940,Jakarta Timur,DKI Jakarta,P3371,BRAND_S,2,1325000,2650000
1634437,2019-03-20,0,unknown,unknown,P1699,BRAND_H,4,873000,3492000
1634299,2019-03-20,0,unknown,unknown,P4075,BRAND_W,1,1748000,1748000
1634365,2019-03-20,13089,Jakarta Timur,DKI Jakarta,P0544,BRAND_B,12,450000,5400000
1634305,2019-03-20,0,unknown,unknown,P3069,BRAND_R,5,2039000,10195000
1634104,2019-03-20,17428,Jakarta Pusat,DKI Jakarta,P3771,BRAND_T,10,590000,5900000
1634419,2019-03-20,15932,Jakarta Selatan,DKI Jakarta,P1659,BRAND_G,8,747000,5976000
1634368,2019-03-20,13993,Jakarta Pusat,DKI Jakarta,P1868,BRAND_J,6,1500000,9000000
1634437,2019-03-20,0,unknown,unknown,P2157,BRAND_M,5,2039000,10195000
1634371,2019-03-20,16940,Jakarta Timur,DKI Jakarta,P0644,BRAND_C,5,1045000,5225000
1634386,2019-03-20,15858,Bandung,Jawa Barat,P2426,BRAND_P,1,310000,310000
1634311,2019-03-20,0,unknown,unknown,P1307,BRAND_F,1,2623000,2623000
1634401,2019-03-20,15687,Jakarta Selatan,DKI Jakarta,P3574,BRAND_S,12,450000,5400000
1634335,2019-03-20,14978,Jakarta Selatan,DKI Jakarta,P2928,BRAND_R,1,2795000,2795000
1634389,2019-03-20,16208,Depok,Jawa Barat,P0941,BRAND_C,2,2095000,4190000
1634371,2019-03-20,16940,Jakarta Timur,DKI Jakarta,P1915,BRAND_J,4,695000,2780000
1634458,2019-03-20,12748,Jakarta Utara,DKI Jakarta,P1230,BRAND_E,1,450000,450000
1634077,2019-03-20,17499,Jakarta Utara,DKI Jakarta,P0529,BRAND_B,25,159000,3975000
1634437,2019-03-20,0,unknown,unknown,P2122,BRAND_M,8,1458000,11664000
1634371,2019-03-20,16940,Jakarta Timur,DKI Jakarta,P2103,BRAND_L,6,590000,3540000
1634263,2019-03-20,16394,Jakarta Utara,DKI Jakarta,P0617,BRAND_B,12,310000,3720000
1634437,2019-03-20,0,unknown,unknown,P2944,BRAND_R,1,2623000,2623000
1634314,2019-03-20,0,unknown,unknown,P2084,BRAND_L,3,583000,1749000
1634386,2019-03-20,15858,Bandung,Jawa Barat,P3363,BRAND_S,1,310000,310000
1634419,2019-03-20,15932,Jakarta Selatan,DKI Jakarta,P1246,BRAND_E,16,1045000,16720000
1634374,2019-03-20,14289,Tangerang,Banten,P0530,BRAND_B,4,1325000,5300000
1634365,2019-03-20,13089,Jakarta Timur,DKI Jakarta,P2302,BRAND_N,6,1045000,6270000
1634365,2019-03-20,13089,Jakarta Timur,DKI Jakarta,P3660,BRAND_S,2,3494000,6988000
1634371,2019-03-20,16940,Jakarta Timur,DKI Jakarta,P1015,BRAND_D,13,310000,4030000
1634437,2019-03-20,0,unknown,unknown,P0679,BRAND_C,1,303000,303000
1634335,2019-03-20,14978,Jakarta Selatan,DKI Jakarta,P1638,BRAND_G,2,1045000,2090000
1634305,2019-03-20,0,unknown,unknown,P3635,BRAND_S,3,1748000,5244000
1634311,2019-03-20,0,unknown,unknown,P4069,BRAND_W,1,1164000,1164000
1634332,2019-03-20,15311,Bogor,Jawa Barat,P3284,BRAND_S,1,450000,450000
1634377,2019-03-20,18172,Purwokerto,Jawa Tengah,P2396,BRAND_P,12,695000,8340000
1634335,2019-03-20,14978,Jakarta Selatan,DKI Jakarta,P1280,BRAND_F,25,159000,3975000
1634302,2019-03-20,0,unknown,unknown,P1638,BRAND_G,1,2039000,2039000
1634437,2019-03-20,0,unknown,unknown,P4061,BRAND_W,1,1164000,1164000
1634335,2019-03-20,14978,Jakarta Selatan,DKI Jakarta,P3457,BRAND_S,6,1045000,6270000
1634314,2019-03-20,0,unknown,unknown,P1894,BRAND_J,2,1895000,3790000
1634329,2019-03-20,0,unknown,unknown,P4028,BRAND_W,2,873000,1746000
1634077,2019-03-20,17499,Jakarta Utara,DKI Jakarta,P2418,BRAND_P,24,113000,2712000
1634386,2019-03-20,15858,Bandung,Jawa Barat,P0413,BRAND_B,1,1395000,1395000
1634329,2019-03-20,0,unknown,unknown,P2442,BRAND_P,1,740000,740000
1634077,2019-03-20,17499,Jakarta Utara,DKI Jakarta,P2793,BRAND_P,6,747000,4482000
1634437,2019-03-20,0,unknown,unknown,P0084,BRAND_A,1,873000,873000
1634410,2019-03-20,14606,Jakarta Barat,DKI Jakarta,P0522,BRAND_B,1,695000,695000
1634371,2019-03-20,16940,Jakarta Timur,DKI Jakarta,P3645,BRAND_S,5,590000,2950000
1634335,2019-03-20,14978,Jakarta Selatan,DKI Jakarta,P3103,BRAND_S,1,3494000,3494000
1634065,2019-03-20,18151,Jakarta Selatan,DKI Jakarta,P3198,BRAND_S,9,1045000,9405000
1634332,2019-03-20,15311,Bogor,Jawa Barat,P0898,BRAND_C,2,740000,1480000
1634452,2019-03-20,12437,Makassar,Sulawesi Selatan,P2761,BRAND_P,12,590000,7080000
1634329,2019-03-20,0,unknown,unknown,P0758,BRAND_C,1,1748000,1748000
1634437,2019-03-20,0,unknown,unknown,P1023,BRAND_D,1,873000,873000
1634074,2019-03-20,13804,Surakarta,Jawa Tengah,P1550,BRAND_G,4,1395000,5580000
1634305,2019-03-20,0,unknown,unknown,P2325,BRAND_N,3,1458000,4374000
1634074,2019-03-20,13804,Surakarta,Jawa Tengah,P0304,BRAND_B,6,904000,5424000
1634317,2019-03-20,0,unknown,unknown,P3531,BRAND_S,7,583000,4081000
1634377,2019-03-20,18172,Purwokerto,Jawa Tengah,P4057,BRAND_W,16,2095000,33520000
1634374,2019-03-20,14289,Tangerang,Banten,P1114,BRAND_D,2,2795000,5590000
1634431,2019-03-20,17675,Jakarta Pusat,DKI Jakarta,P0931,BRAND_C,8,1395000,11160000
1634368,2019-03-20,13993,Jakarta Pusat,DKI Jakarta,P1867,BRAND_J,12,520000,6240000
1634329,2019-03-20,0,unknown,unknown,P3814,BRAND_U,3,1458000,4374000
1634305,2019-03-20,0,unknown,unknown,P1902,BRAND_J,7,1458000,10206000
1634329,2019-03-20,0,unknown,unknown,P2932,BRAND_R,7,1748000,12236000
1634302,2019-03-20,0,unknown,unknown,P3197,BRAND_S,1,3789000,3789000
1634335,2019-03-20,14978,Jakarta Selatan,DKI Jakarta,P3069,BRAND_R,2,1045000,2090000
1634437,2019-03-20,0,unknown,unknown,P0348,BRAND_B,1,873000,873000
1634335,2019-03-20,14978,Jakarta Selatan,DKI Jakarta,P1435,BRAND_F,1,747000,747000
1634104,2019-03-20,17428,Jakarta Pusat,DKI Jakarta,P2050,BRAND_L,4,1500000,6000000
1634299,2019-03-20,0,unknown,unknown,P1550,BRAND_G,2,2913000,5826000
1634437,2019-03-20,0,unknown,unknown,P1027,BRAND_D,1,873000,873000
1634335,2019-03-20,14978,Jakarta Selatan,DKI Jakarta,P1792,BRAND_H,1,1045000,1045000
1627144,2019-02-21,17213,Jakarta Pusat,DKI Jakarta,P3668,BRAND_S,2,2795000,5590000
1626817,2019-02-21,16496,Jakarta Timur,DKI Jakarta,P0484,BRAND_B,2,2095000,4190000
1627060,2019-02-21,16700,Jakarta Utara,DKI Jakarta,P1511,BRAND_G,12,450000,5400000
1626808,2019-02-21,14442,Banjarmasin,Kalimantan Selatan,P1276,BRAND_F,4,2987000,11948000
1627180,2019-02-21,18125,Bogor,Jawa Barat,P3307,BRAND_S,1,1325000,1325000
1627120,2019-02-21,16767,Yogyakarta,Yogyakarta,P3388,BRAND_S,20,450000,9000000
1626832,2019-02-21,14440,Jakarta Pusat,DKI Jakarta,P4075,BRAND_W,12,904000,10848000
1626817,2019-02-21,16496,Jakarta Timur,DKI Jakarta,P4100,BRAND_W,48,113000,5424000
1627048,2019-02-21,15513,Jakarta Pusat,DKI Jakarta,P3196,BRAND_S,6,1045000,6270000
1627033,2019-02-21,0,unknown,unknown,P3362,BRAND_S,1,583000,583000
1627180,2019-02-21,18125,Bogor,Jawa Barat,P3320,BRAND_S,2,1395000,2790000
1627120,2019-02-21,16767,Yogyakarta,Yogyakarta,P1291,BRAND_F,12,310000,3720000
1626910,2019-02-21,12539,Palembang,Sumatra Selatan,P2329,BRAND_N,2,3494000,6988000
1626829,2019-02-21,12764,unknown,unknown,P3117,BRAND_S,12,450000,5400000
1627081,2019-02-21,14701,Malang,Jawa Timur,P4009,BRAND_W,2,1045000,2090000
1626829,2019-02-21,12764,unknown,unknown,P1511,BRAND_G,12,450000,5400000
1627033,2019-02-21,0,unknown,unknown,P2465,BRAND_P,1,880000,880000
1626817,2019-02-21,16496,Jakarta Timur,DKI Jakarta,P1020,BRAND_D,16,310000,4960000
1627195,2019-02-21,13174,Bandung,Jawa Barat,P0931,BRAND_C,2,1395000,2790000
1626910,2019-02-21,12539,Palembang,Sumatra Selatan,P1661,BRAND_G,2,2795000,5590000
1627204,2019-02-21,14541,Jakarta Barat,DKI Jakarta,P3890,BRAND_V,1,1045000,1045000
1627195,2019-02-21,13174,Bandung,Jawa Barat,P2672,BRAND_P,2,590000,1180000
1627126,2019-02-21,12626,Denpasar,Bali,P0883,BRAND_C,6,904000,5424000
1627261,2019-02-21,17180,Surakarta,Jawa Tengah,P2188,BRAND_M,3,590000,1770000
1626826,2019-02-21,13089,Jakarta Timur,DKI Jakarta,P0734,BRAND_C,10,310000,3100000
1627033,2019-02-21,0,unknown,unknown,P1890,BRAND_J,1,1458000,1458000
1627111,2019-02-21,13004,Bogor,Jawa Barat,P3362,BRAND_S,12,310000,3720000
1626829,2019-02-21,12764,unknown,unknown,P2007,BRAND_L,12,520000,6240000
1626910,2019-02-21,12539,Palembang,Sumatra Selatan,P2583,BRAND_P,6,1185000,7110000
1627036,2019-02-21,15910,Bogor,Jawa Barat,P2185,BRAND_M,1,1325000,1325000
1627108,2019-02-21,12645,Denpasar,Bali,P1298,BRAND_F,12,310000,3720000
1627261,2019-02-21,17180,Surakarta,Jawa Tengah,P0134,BRAND_A,1,205000,205000
1626805,2019-02-21,15358,Surakarta,Jawa Tengah,P3670,BRAND_S,12,310000,3720000
1627033,2019-02-21,0,unknown,unknown,P2494,BRAND_P,1,2039000,2039000
1627033,2019-02-21,0,unknown,unknown,P4001,BRAND_W,1,1027000,1027000
1627198,2019-02-21,15549,Surakarta,Jawa Tengah,P3333,BRAND_S,6,1045000,6270000
1627036,2019-02-21,15910,Bogor,Jawa Barat,P2673,BRAND_P,3,590000,1770000
1627081,2019-02-21,14701,Malang,Jawa Timur,P2074,BRAND_L,2,2095000,4190000
1627033,2019-02-21,0,unknown,unknown,P3284,BRAND_S,2,873000,1746000
1627033,2019-02-21,0,unknown,unknown,P3014,BRAND_R,1,583000,583000
1626808,2019-02-21,14442,Banjarmasin,Kalimantan Selatan,P0414,BRAND_B,2,2987000,5974000
1627081,2019-02-21,14701,Malang,Jawa Timur,P2389,BRAND_O,2,520000,1040000
1627153,2019-02-21,15827,Bogor,Jawa Barat,P3698,BRAND_T,3,2095000,6285000
1627042,2019-02-21,12826,Jakarta Pusat,DKI Jakarta,P4142,BRAND_W,25,159000,3975000
1627204,2019-02-21,14541,Jakarta Barat,DKI Jakarta,P2097,BRAND_L,1,590000,590000
1627261,2019-02-21,17180,Surakarta,Jawa Tengah,P3689,BRAND_T,6,310000,1860000
1627144,2019-02-21,17213,Jakarta Pusat,DKI Jakarta,P2637,BRAND_P,12,450000,5400000
1627117,2019-02-21,13078,Surabaya,Jawa Timur,P2857,BRAND_R,12,159000,1908000
1626853,2019-02-21,17311,Jakarta Selatan,DKI Jakarta,P3196,BRAND_S,6,1045000,6270000
1627033,2019-02-21,0,unknown,unknown,P2270,BRAND_M,6,590000,3540000
1626826,2019-02-21,13089,Jakarta Timur,DKI Jakarta,P2567,BRAND_P,4,3494000,13976000
1626835,2019-02-21,14911,Palangkaraya,Kalimantan Tengah,P2303,BRAND_N,12,590000,7080000
1627033,2019-02-21,0,unknown,unknown,P4086,BRAND_W,9,583000,5247000
1627036,2019-02-21,15910,Bogor,Jawa Barat,P0305,BRAND_B,1,904000,904000
1627033,2019-02-21,0,unknown,unknown,P0311,BRAND_B,1,3789000,3789000
1626910,2019-02-21,12539,Palembang,Sumatra Selatan,P0588,BRAND_B,1,5945000,5945000
1627258,2019-02-21,14662,Jakarta Timur,DKI Jakarta,P1285,BRAND_F,1,1045000,1045000
1627036,2019-02-21,15910,Bogor,Jawa Barat,P3113,BRAND_S,2,1045000,2090000
1626910,2019-02-21,12539,Palembang,Sumatra Selatan,P1866,BRAND_J,12,310000,3720000
1627237,2019-02-21,16725,Jakarta Pusat,DKI Jakarta,P2935,BRAND_R,1,1500000,1500000
1627165,2019-02-21,14239,Yogyakarta,Yogyakarta,P2900,BRAND_R,6,1045000,6270000
1627258,2019-02-21,14662,Jakarta Timur,DKI Jakarta,P2708,BRAND_P,2,1150000,2300000
1627132,2019-02-21,13506,Jakarta Selatan,DKI Jakarta,P4015,BRAND_W,24,310000,7440000
1627033,2019-02-21,0,unknown,unknown,P1398,BRAND_F,2,1164000,2328000
1626817,2019-02-21,16496,Jakarta Timur,DKI Jakarta,P1015,BRAND_D,16,310000,4960000
1627159,2019-02-21,17540,Jakarta Pusat,DKI Jakarta,P1802,BRAND_H,8,1640000,13120000
1627222,2019-02-21,15601,Surakarta,Jawa Tengah,P0668,BRAND_C,12,159000,1908000
1626910,2019-02-21,12539,Palembang,Sumatra Selatan,P2143,BRAND_M,6,1045000,6270000
1626808,2019-02-21,14442,Banjarmasin,Kalimantan Selatan,P1268,BRAND_F,9,904000,8136000
1627198,2019-02-21,15549,Surakarta,Jawa Tengah,P1511,BRAND_G,12,450000,5400000
1627225,2019-02-21,13280,Yogyakarta,Yogyakarta,P2445,BRAND_P,12,205000,2460000
1627180,2019-02-21,18125,Bogor,Jawa Barat,P3019,BRAND_R,4,345000,1380000
1627225,2019-02-21,13280,Yogyakarta,Yogyakarta,P2093,BRAND_L,10,590000,5900000
1627033,2019-02-21,0,unknown,unknown,P2857,BRAND_R,1,303000,303000
1626808,2019-02-21,14442,Banjarmasin,Kalimantan Selatan,P2712,BRAND_P,25,159000,3975000
1627114,2019-02-21,12468,Denpasar,Bali,P0757,BRAND_C,8,695000,5560000
1627171,2019-02-21,16814,Surabaya,Jawa Timur,P2637,BRAND_P,12,450000,5400000
1627147,2019-02-21,14738,Bandung,Jawa Barat,P2900,BRAND_R,12,1045000,12540000
1626817,2019-02-21,16496,Jakarta Timur,DKI Jakarta,P1867,BRAND_J,12,520000,6240000
1627054,2019-02-21,14560,Yogyakarta,Yogyakarta,P0634,BRAND_C,3,3494000,10482000
1626910,2019-02-21,12539,Palembang,Sumatra Selatan,P3135,BRAND_S,6,695000,4170000
1627195,2019-02-21,13174,Bandung,Jawa Barat,P1708,BRAND_H,6,590000,3540000
1626817,2019-02-21,16496,Jakarta Timur,DKI Jakarta,P4078,BRAND_W,12,590000,7080000
1626829,2019-02-21,12764,unknown,unknown,P0597,BRAND_B,4,3494000,13976000
1627195,2019-02-21,13174,Bandung,Jawa Barat,P0089,BRAND_A,3,1045000,3135000
1627033,2019-02-21,0,unknown,unknown,P1468,BRAND_F,1,2913000,2913000
1627036,2019-02-21,15910,Bogor,Jawa Barat,P3344,BRAND_S,6,520000,3120000
1627033,2019-02-21,0,unknown,unknown,P3497,BRAND_S,1,159000,159000
1627033,2019-02-21,0,unknown,unknown,P1277,BRAND_F,1,6998000,6998000
1627168,2019-02-21,12868,Bandung,Jawa Barat,P3845,BRAND_V,12,450000,5400000
1627042,2019-02-21,12826,Jakarta Pusat,DKI Jakarta,P1914,BRAND_J,10,695000,6950000
1626910,2019-02-21,12539,Palembang,Sumatra Selatan,P3908,BRAND_V,3,2445000,7335000
1627258,2019-02-21,14662,Jakarta Timur,DKI Jakarta,P2289,BRAND_M,4,747000,2988000
1627081,2019-02-21,14701,Malang,Jawa Timur,P3081,BRAND_R,2,1045000,2090000
1627219,2019-02-21,17757,Tangerang,Banten,P0989,BRAND_D,10,450000,4500000
1626829,2019-02-21,12764,unknown,unknown,P0676,BRAND_C,12,904000,10848000
1627204,2019-02-21,14541,Jakarta Barat,DKI Jakarta,P2089,BRAND_L,1,590000,590000
1627063,2019-02-21,14709,Malang,Jawa Timur,P1118,BRAND_D,2,2795000,5590000
1627234,2019-02-21,15864,Jakarta Timur,DKI Jakarta,P1546,BRAND_G,6,590000,3540000
1627060,2019-02-21,16700,Jakarta Utara,DKI Jakarta,P2389,BRAND_O,10,520000,5200000
1627192,2019-02-21,13328,Yogyakarta,Yogyakarta,P2761,BRAND_P,48,590000,28320000
1626817,2019-02-21,16496,Jakarta Timur,DKI Jakarta,P3875,BRAND_V,12,450000,5400000
1626826,2019-02-21,13089,Jakarta Timur,DKI Jakarta,P1769,BRAND_H,24,240000,5760000
1627237,2019-02-21,16725,Jakarta Pusat,DKI Jakarta,P3011,BRAND_R,1,747000,747000
1626817,2019-02-21,16496,Jakarta Timur,DKI Jakarta,P1833,BRAND_I,2,2095000,4190000
1626826,2019-02-21,13089,Jakarta Timur,DKI Jakarta,P3255,BRAND_S,6,1745000,10470000
1627108,2019-02-21,12645,Denpasar,Bali,P1300,BRAND_F,12,450000,5400000
1627111,2019-02-21,13004,Bogor,Jawa Barat,P3616,BRAND_S,12,240000,2880000
1627036,2019-02-21,15910,Bogor,Jawa Barat,P0064,BRAND_A,1,695000,695000
1627267,2019-02-21,14702,Jakarta Selatan,DKI Jakarta,P3029,BRAND_R,5,590000,2950000
1626829,2019-02-21,12764,unknown,unknown,P2564,BRAND_P,12,2375000,28500000
1627033,2019-02-21,0,unknown,unknown,P3263,BRAND_S,1,1164000,1164000
1626910,2019-02-21,12539,Palembang,Sumatra Selatan,P1010,BRAND_D,3,1500000,4500000
1627153,2019-02-21,15827,Bogor,Jawa Barat,P0081,BRAND_A,6,747000,4482000
1627237,2019-02-21,16725,Jakarta Pusat,DKI Jakarta,P1800,BRAND_H,1,1640000,1640000
1627123,2019-02-21,15696,Jakarta Timur,DKI Jakarta,P4059,BRAND_W,3,2270000,6810000
1627261,2019-02-21,17180,Surakarta,Jawa Tengah,P0135,BRAND_A,2,159000,318000
1626823,2019-02-21,16782,Jakarta Timur,DKI Jakarta,P2877,BRAND_R,5,747000,3735000
1627198,2019-02-21,15549,Surakarta,Jawa Tengah,P2795,BRAND_P,3,747000,2241000
1627159,2019-02-21,17540,Jakarta Pusat,DKI Jakarta,P1656,BRAND_G,8,1325000,10600000
1627033,2019-02-21,0,unknown,unknown,P2946,BRAND_R,2,5833000,11666000
1627228,2019-02-21,15311,Bogor,Jawa Barat,P0541,BRAND_B,6,450000,2700000
1626829,2019-02-21,12764,unknown,unknown,P1103,BRAND_D,4,2795000,11180000
1627261,2019-02-21,17180,Surakarta,Jawa Tengah,P0133,BRAND_A,2,159000,318000
1627225,2019-02-21,13280,Yogyakarta,Yogyakarta,P1455,BRAND_F,6,310000,1860000
1626910,2019-02-21,12539,Palembang,Sumatra Selatan,P2943,BRAND_R,12,240000,2880000
1627237,2019-02-21,16725,Jakarta Pusat,DKI Jakarta,P0475,BRAND_B,1,590000,590000
1626910,2019-02-21,12539,Palembang,Sumatra Selatan,P1867,BRAND_J,12,520000,6240000
1627225,2019-02-21,13280,Yogyakarta,Yogyakarta,P1208,BRAND_E,10,450000,4500000
1627258,2019-02-21,14662,Jakarta Timur,DKI Jakarta,P1614,BRAND_G,1,590000,590000
1626805,2019-02-21,15358,Surakarta,Jawa Tengah,P3583,BRAND_S,12,159000,1908000
1627111,2019-02-21,13004,Bogor,Jawa Barat,P2097,BRAND_L,10,590000,5900000
1627180,2019-02-21,18125,Bogor,Jawa Barat,P2755,BRAND_P,2,1325000,2650000
1627261,2019-02-21,17180,Surakarta,Jawa Tengah,P0964,BRAND_C,1,904000,904000
1627033,2019-02-21,0,unknown,unknown,P2155,BRAND_M,1,3789000,3789000
1627033,2019-02-21,0,unknown,unknown,P3368,BRAND_S,1,3498000,3498000
1627042,2019-02-21,12826,Jakarta Pusat,DKI Jakarta,P1285,BRAND_F,6,1045000,6270000
1627036,2019-02-21,15910,Bogor,Jawa Barat,P2616,BRAND_P,2,747000,1494000
1627033,2019-02-21,0,unknown,unknown,P1421,BRAND_F,2,873000,1746000
1627267,2019-02-21,14702,Jakarta Selatan,DKI Jakarta,P1127,BRAND_D,1,1325000,1325000
1627126,2019-02-21,12626,Denpasar,Bali,P2803,BRAND_P,2,6312000,12624000
1627180,2019-02-21,18125,Bogor,Jawa Barat,P3906,BRAND_V,2,1325000,2650000
1627060,2019-02-21,16700,Jakarta Utara,DKI Jakarta,P4112,BRAND_W,25,159000,3975000
1627198,2019-02-21,15549,Surakarta,Jawa Tengah,P2941,BRAND_R,10,1325000,13250000
1627237,2019-02-21,16725,Jakarta Pusat,DKI Jakarta,P3197,BRAND_S,1,1745000,1745000
1627198,2019-02-21,15549,Surakarta,Jawa Tengah,P1656,BRAND_G,9,1325000,11925000
1627180,2019-02-21,18125,Bogor,Jawa Barat,P1735,BRAND_H,12,590000,7080000
1627261,2019-02-21,17180,Surakarta,Jawa Tengah,P3190,BRAND_S,1,1045000,1045000
1634785,2019-03-21,0,unknown,unknown,P3061,BRAND_R,2,1164000,2328000
1634683,2019-03-21,15805,Jakarta Barat,DKI Jakarta,P2955,BRAND_R,6,1325000,7950000
1634656,2019-03-21,14243,Jakarta Selatan,DKI Jakarta,P1127,BRAND_D,4,1325000,5300000
1634737,2019-03-21,18198,Surabaya,Jawa Timur,P2437,BRAND_P,12,240000,2880000
1634680,2019-03-21,17865,Jakarta Utara,DKI Jakarta,P0792,BRAND_C,12,747000,8964000
1634761,2019-03-21,13081,Bekasi,Jawa Barat,P3704,BRAND_T,6,3494000,20964000
1634791,2019-03-21,17472,Jakarta Selatan,DKI Jakarta,P3962,BRAND_W,10,450000,4500000
1634785,2019-03-21,0,unknown,unknown,P2930,BRAND_R,3,873000,2619000
1634470,2019-03-21,14004,Jakarta Selatan,DKI Jakarta,P0167,BRAND_A,8,1325000,10600000
1634473,2019-03-21,17139,Jakarta Selatan,DKI Jakarta,P3603,BRAND_S,2,2375000,4750000
1634719,2019-03-21,17017,Jakarta Selatan,DKI Jakarta,P3574,BRAND_S,24,450000,10800000
1634791,2019-03-21,17472,Jakarta Selatan,DKI Jakarta,P2426,BRAND_P,1,310000,310000
1634500,2019-03-21,15974,Jakarta Barat,DKI Jakarta,P2404,BRAND_P,24,113000,2712000
1634785,2019-03-21,0,unknown,unknown,P0923,BRAND_C,1,303000,303000
1634767,2019-03-21,15847,Tangerang,Banten,P0736,BRAND_C,10,310000,3100000
1634794,2019-03-21,13501,Palu,Sulawesi Tengah,P3006,BRAND_R,4,1745000,6980000
1634473,2019-03-21,17139,Jakarta Selatan,DKI Jakarta,P1097,BRAND_D,10,2375000,23750000
1634791,2019-03-21,17472,Jakarta Selatan,DKI Jakarta,P0875,BRAND_C,2,534000,1068000
1634473,2019-03-21,17139,Jakarta Selatan,DKI Jakarta,P2155,BRAND_M,4,1745000,6980000
1634662,2019-03-21,17364,Jakarta Barat,DKI Jakarta,P0297,BRAND_B,2,590000,1180000
1634785,2019-03-21,0,unknown,unknown,P2180,BRAND_M,1,1318000,1318000
1634509,2019-03-21,17613,Jakarta Pusat,DKI Jakarta,P1768,BRAND_H,12,240000,2880000
1634785,2019-03-21,0,unknown,unknown,P3376,BRAND_S,2,873000,1746000
1634785,2019-03-21,0,unknown,unknown,P2942,BRAND_R,1,1748000,1748000
1634476,2019-03-21,15606,Bandung,Jawa Barat,P0258,BRAND_A,12,2235000,26820000
1634539,2019-03-21,16719,Yogyakarta,Yogyakarta,P3177,BRAND_S,2,2375000,4750000
1634740,2019-03-21,15543,Tangerang,Banten,P1010,BRAND_D,2,1500000,3000000
1634725,2019-03-21,18056,Jakarta Barat,DKI Jakarta,P0587,BRAND_B,8,904000,7232000
1634764,2019-03-21,17090,Jakarta Utara,DKI Jakarta,P0883,BRAND_C,12,904000,10848000
1634710,2019-03-21,18065,Bekasi,Jawa Barat,P1103,BRAND_D,2,2795000,5590000
1634794,2019-03-21,13501,Palu,Sulawesi Tengah,P3862,BRAND_V,2,2987000,5974000
1634785,2019-03-21,0,unknown,unknown,P3357,BRAND_S,1,873000,873000
1634785,2019-03-21,0,unknown,unknown,P0388,BRAND_B,7,583000,4081000
1634728,2019-03-21,14298,Yogyakarta,Yogyakarta,P0625,BRAND_C,12,4475000,53700000
1634785,2019-03-21,0,unknown,unknown,P2302,BRAND_N,2,2039000,4078000
1634794,2019-03-21,13501,Palu,Sulawesi Tengah,P4171,BRAND_Y,12,534000,6408000
1634713,2019-03-21,13018,Jakarta Pusat,DKI Jakarta,P2902,BRAND_R,6,1045000,6270000
1634758,2019-03-21,13725,Surakarta,Jawa Tengah,P3735,BRAND_T,12,205000,2460000
1634683,2019-03-21,15805,Jakarta Barat,DKI Jakarta,P0436,BRAND_B,3,2095000,6285000
1634500,2019-03-21,15974,Jakarta Barat,DKI Jakarta,P3013,BRAND_R,3,1745000,5235000
1634755,2019-03-21,13081,Bekasi,Jawa Barat,P3409,BRAND_S,24,310000,7440000
1634794,2019-03-21,13501,Palu,Sulawesi Tengah,P3076,BRAND_R,2,2795000,5590000
1634785,2019-03-21,0,unknown,unknown,P2924,BRAND_R,1,583000,583000
1634722,2019-03-21,12945,Bekasi,Jawa Barat,P4059,BRAND_W,2,2795000,5590000
1634512,2019-03-21,15910,Bogor,Jawa Barat,P3690,BRAND_T,1,904000,904000
1634785,2019-03-21,0,unknown,unknown,P2876,BRAND_R,1,159000,159000
1634713,2019-03-21,13018,Jakarta Pusat,DKI Jakarta,P2937,BRAND_R,1,3494000,3494000
1634740,2019-03-21,15543,Tangerang,Banten,P3356,BRAND_S,3,450000,1350000
1634698,2019-03-21,13118,Bandung,Jawa Barat,P3786,BRAND_T,6,747000,4482000
1634506,2019-03-21,17830,Bandung,Jawa Barat,P1708,BRAND_H,12,590000,7080000
1634764,2019-03-21,17090,Jakarta Utara,DKI Jakarta,P1808,BRAND_H,16,159000,2544000
1634785,2019-03-21,0,unknown,unknown,P0251,BRAND_A,2,1748000,3496000
1634680,2019-03-21,17865,Jakarta Utara,DKI Jakarta,P3770,BRAND_T,24,159000,3816000
1634473,2019-03-21,17139,Jakarta Selatan,DKI Jakarta,P0879,BRAND_C,6,904000,5424000
1634473,2019-03-21,17139,Jakarta Selatan,DKI Jakarta,P0326,BRAND_B,12,450000,5400000
1634677,2019-03-21,14527,Depok,Jawa Barat,P1114,BRAND_D,1,2795000,2795000
1634773,2019-03-21,13851,Tangerang,Banten,P2521,BRAND_P,4,1745000,6980000
1634728,2019-03-21,14298,Yogyakarta,Yogyakarta,P0710,BRAND_C,36,159000,5724000
1634713,2019-03-21,13018,Jakarta Pusat,DKI Jakarta,P2922,BRAND_R,3,1745000,5235000
1634785,2019-03-21,0,unknown,unknown,P2541,BRAND_P,1,159000,159000
1634713,2019-03-21,13018,Jakarta Pusat,DKI Jakarta,P3255,BRAND_S,3,1745000,5235000
1634473,2019-03-21,17139,Jakarta Selatan,DKI Jakarta,P2770,BRAND_P,12,747000,8964000
1634728,2019-03-21,14298,Yogyakarta,Yogyakarta,P0628,BRAND_C,24,695000,16680000
1634470,2019-03-21,14004,Jakarta Selatan,DKI Jakarta,P2488,BRAND_P,12,1045000,12540000
1634479,2019-03-21,14513,Yogyakarta,Yogyakarta,P2697,BRAND_P,1,1045000,1045000
1634539,2019-03-21,16719,Yogyakarta,Yogyakarta,P3124,BRAND_S,1,4475000,4475000
1634779,2019-03-21,13468,Bogor,Jawa Barat,P1101,BRAND_D,2,2795000,5590000
